iteration,train_quantile,valid_quantile
1,0.2963489825809112,0.3009449684041649
2,0.289899069659537,0.29388760282410603
3,0.28620150967076435,0.2903469131372145
4,0.2809518653529201,0.284173061679957
5,0.27497996111224343,0.2778477345132727
6,0.26899652442909705,0.271303469452349
7,0.26322484149780917,0.2652478854317343
8,0.25759776290171005,0.2593063987058714
9,0.25223254266378187,0.25344543249944296
10,0.24907965330183163,0.2504846597385496
11,0.24584553701431464,0.24721374278509023
12,0.24288474254086198,0.2443059699677579
13,0.23784828021387144,0.2387859923475604
14,0.23301371743012664,0.23372468363202223
15,0.22835348223357624,0.22868697503485388
16,0.22387215864715745,0.22388601893424553
17,0.22033595345368606,0.21981701429944422
18,0.21766845648480196,0.21725943668086045
19,0.21346867331558417,0.21304898541153497
20,0.20948650023336332,0.20912181169449529
21,0.2063229370715377,0.2056252816660259
22,0.2038651927979583,0.20327075571390119
23,0.20007557076190907,0.19935488741845964
24,0.19650220473846286,0.19561763870302515
25,0.19292629727405422,0.19185438080078707
26,0.1902020368957644,0.18865509407206027
27,0.18683007394227172,0.1853719010469559
28,0.18367817572376327,0.18205917266900723
29,0.18111338310454583,0.17918207121562488
30,0.17800508652514666,0.17598285236473535
31,0.17505915821960225,0.17311951594446756
32,0.17224191049965906,0.17050412215265232
33,0.1700932855186822,0.1683605276838656
34,0.1679991491783992,0.16633879325332004
35,0.16578889736935482,0.1640795477155025
36,0.16366727377702903,0.1618594148626196
37,0.16123816139787872,0.15960639854589576
38,0.1588066019594611,0.1573269134511562
39,0.157023715577997,0.1556135907055156
40,0.1545685050856619,0.15318021245448707
41,0.15235297427071812,0.15109241626221745
42,0.15055794432303235,0.14919384787620674
43,0.1482367232011998,0.14691391534704165
44,0.14606749979761466,0.14481188931848119
45,0.14393551505577534,0.14272280619256278
46,0.1419596656328418,0.14086844690454337
47,0.14011017969878514,0.13908691978833776
48,0.13818251491722458,0.13713847429936185
49,0.13636058688562225,0.13539938965962836
50,0.13501889997957378,0.1341445100518605
51,0.13339121863104617,0.13263341096181988
52,0.13185132022233775,0.1310644925150338
53,0.13018665854981729,0.12955360059425577
54,0.12870542875164154,0.12800444026015756
55,0.12730069875292455,0.1267038550485952
56,0.12594666784670402,0.12539425577599475
57,0.12450716990438568,0.124095400093803
58,0.12333204142782818,0.1230426094722357
59,0.12233753862376938,0.12205133782999247
60,0.12133320217842612,0.1211032641664945
61,0.11990243339067864,0.1197021879899893
62,0.1185467295723751,0.11834201592349766
63,0.11757350335001193,0.11741032449746584
64,0.11623708229320086,0.11605983975358454
65,0.11510241147988826,0.11507045492114036
66,0.11383689984244369,0.11376432696082751
67,0.1127832976389195,0.11279667561615023
68,0.11166697704547596,0.11173143938260859
69,0.1105096427763566,0.11069373465871836
70,0.10974191778141137,0.10999653627184576
71,0.10855764301851968,0.10882361860464598
72,0.10750951357151156,0.10779362515326735
73,0.10622322173145826,0.1065874312048755
74,0.10527514319954479,0.10577577479580956
75,0.10440791833017572,0.10503644343963699
76,0.10330719026202684,0.10391849976092069
77,0.1020726071887925,0.10269814673144485
78,0.10126592051688713,0.10193729602973167
79,0.10025609783142463,0.10095044028581748
80,0.09947121599277549,0.10034328393170996
81,0.09889630228279793,0.0998286894007843
82,0.09781435445949518,0.098745905317066
83,0.09675308846539506,0.09770346537385619
84,0.09628772236824316,0.09735437474619694
85,0.09559225045857367,0.09669335222705285
86,0.09464461804409285,0.09566434765787173
87,0.09411030132487443,0.0952122508273535
88,0.09311845606888389,0.09422720941232746
89,0.09232301312555724,0.09346333025416217
90,0.09142595174329815,0.09263637265039537
91,0.0905975718648575,0.09183178883043015
92,0.08971714607982831,0.09098707992712009
93,0.08883793836436649,0.09017824137756943
94,0.08794439052389078,0.08934808971849062
95,0.08718187258665558,0.08858443776258446
96,0.08649077259963707,0.08787529927449554
97,0.08548904061593002,0.08694972402419361
98,0.08477297289753197,0.08624581038586634
99,0.08407463082620052,0.08558162247972322
100,0.08338081225552824,0.08482657161693571
101,0.08275005831828787,0.08412930096938104
102,0.08222456643765089,0.08354245848052741
103,0.0816475530644881,0.0829290154975099
104,0.08099358924170075,0.08215860829874046
105,0.080462246251852,0.0815442731891645
106,0.07988016316251746,0.08090522960347227
107,0.07930805050062735,0.08025597458070943
108,0.07863530616181695,0.07962450749207936
109,0.07803393026688157,0.07898428900689596
110,0.07756214915036015,0.07846231388372821
111,0.077023463882783,0.07785834444305433
112,0.07633004438372759,0.07726176970232781
113,0.07566027654649579,0.07658552431014683
114,0.07519734769011747,0.07608559458874982
115,0.07472879344797806,0.07557582087798546
116,0.07427947382253892,0.07515733245324935
117,0.07388259675581821,0.07479286658007706
118,0.07346327053394586,0.07434757971981748
119,0.0728861082575031,0.07376756059520886
120,0.07247311157232686,0.07334713617567439
121,0.07200713013166768,0.07286753845158075
122,0.07158953163085882,0.07247858558650849
123,0.07123268793774,0.07203575190003342
124,0.07075004353922959,0.07150639985666653
125,0.07055378849683104,0.0713706902961182
126,0.07000505054203426,0.07076418766087503
127,0.06946369584494859,0.0702403707157007
128,0.06912591563223759,0.06984245416595868
129,0.06864533490986637,0.06930214668952216
130,0.06843703073441115,0.06912883179191623
131,0.06820628486662712,0.06888902269394694
132,0.0678207672855212,0.06851448535987872
133,0.06748320496643317,0.0682006791314547
134,0.06720131829855114,0.06791142279666156
135,0.06697310984020877,0.06770301824741513
136,0.06647955119954053,0.0672816214089273
137,0.06600894577634943,0.06686395409372266
138,0.06572511242100135,0.06661137777136159
139,0.06545530643864607,0.06633248922205728
140,0.06510667770138792,0.0659937910289758
141,0.0648185258020699,0.06571231923574873
142,0.06435582536687169,0.06528481721797129
143,0.06400522646624135,0.06492842002141427
144,0.06370455791542447,0.06464979755521587
145,0.06342296461292887,0.06437784851834968
146,0.06298748338945794,0.06402493330717925
147,0.062555671333274,0.06367935889823423
148,0.06213538243878566,0.06330736388117619
149,0.06174221369823455,0.06290093669032151
150,0.0613247676448669,0.06244036490725121
151,0.06094147216037521,0.06207532039213694
152,0.06063318287453898,0.061766880093701244
153,0.06026623812324555,0.06138904499802178
154,0.05992531748440829,0.06102997110287471
155,0.05958872635199706,0.06068883476936168
156,0.059473973211386415,0.06061265695825098
157,0.05937522133574211,0.06056212942170926
158,0.059036742787937524,0.06022728593355344
159,0.05884752656492643,0.06011195609107273
160,0.058514017162922476,0.059764033851178934
161,0.05818667878735194,0.059416438707684066
162,0.057850405995124865,0.05908902227454746
163,0.05766128320243759,0.05891287451974146
164,0.05736770325199334,0.058631896405228166
165,0.05707593639007532,0.05834568429202078
166,0.05699305322148794,0.05829703054584459
167,0.05682346593985688,0.058128847600954936
168,0.05659152029016868,0.057910675134869555
169,0.05633795176693858,0.057599464009584614
170,0.05605494288077729,0.05728665721110509
171,0.055971375411147425,0.057228256140232456
172,0.055801613487740244,0.057038669276391125
173,0.055548249378290816,0.05672860320366717
174,0.055271418861397976,0.05643820450799396
175,0.05502638932937705,0.056147069933057285
176,0.05489709856629172,0.05596573270799742
177,0.05466476167969523,0.055699940029761315
178,0.05442312886355136,0.05543786927250897
179,0.05417490966202746,0.05517790155765307
180,0.054121903972930575,0.05515694841018157
181,0.05407099445827948,0.05512266964777283
182,0.054004340468956503,0.05513100093324114
183,0.05379395677706283,0.05491611320587646
184,0.053567189697553245,0.05468327312222447
185,0.053350190522063766,0.05444694721528569
186,0.0531576785247431,0.05425451851148694
187,0.05295904291631141,0.05404794410913153
188,0.05277406772631655,0.053857796988748055
189,0.0527315233845552,0.05384585019886891
190,0.05255690666585376,0.053681875954718995
191,0.0523718868240052,0.0534993678097213
192,0.052194368317124824,0.053313419039894124
193,0.05200880124021188,0.05312835787410701
