iteration,train_quantile,valid_quantile
1,0.35615720984534677,0.3836469562907717
2,0.3475774877711658,0.37413894723031077
3,0.342867720064012,0.3691797129142967
4,0.3397613221036205,0.3653390884716343
5,0.3316489436657305,0.3563837099006923
6,0.3238287442152902,0.34800923537226713
7,0.31589055567061697,0.33932753302994517
8,0.3085249553050778,0.3313528361715227
9,0.30165034095292403,0.3237144981188352
10,0.29750005719379613,0.3196668932386254
11,0.29371800723572405,0.3158640098435031
12,0.2902220121944585,0.3122137230810447
13,0.28406558317263475,0.30533133349245084
14,0.2783571396341339,0.2992306459744483
15,0.2727150588988471,0.2928884629921432
16,0.26690895338018555,0.2863907874761667
17,0.26454448634499883,0.2837382169800853
18,0.2613856667224055,0.28061220604382003
19,0.2558812168364562,0.2744852766943225
20,0.25080621758229266,0.26885576634299513
21,0.24871629900383874,0.266240949090351
22,0.2460229040161288,0.26360684582755695
23,0.24117188764387743,0.25815685955144413
24,0.23675600558108745,0.25311233198445465
25,0.23216117905888073,0.2478753055178703
26,0.23008946571331113,0.24533058569882005
27,0.22571094504720962,0.24045861039291624
28,0.2212845134322832,0.23530387621862858
29,0.21942920699489982,0.23312672094788836
30,0.21493297767573755,0.22804329813808658
31,0.2112897307282003,0.2235676328595473
32,0.20771197952283502,0.2191857213103299
33,0.20585884540067442,0.21719999948651159
34,0.20408396482261357,0.21521778266501723
35,0.20206534035991233,0.2130479914399599
36,0.20065955046411332,0.2113886129224727
37,0.19768508447748886,0.20772902269356938
38,0.1944815971866991,0.2039185154920774
39,0.19287882307916349,0.20222457536342528
40,0.18986900083512875,0.19857802470334493
41,0.18710555104192642,0.19518908917973005
42,0.1855184788814566,0.19338815200667905
43,0.18302068913835257,0.19025355470190708
44,0.18028997146578601,0.1870573927547374
45,0.17762016309200218,0.1838753583030688
46,0.17489720385838403,0.18074331260616897
47,0.1722877225069038,0.1776870652319209
48,0.16995491104863716,0.17492601396060997
49,0.16774709335898896,0.1723354779143765
50,0.16637948348379936,0.17074732013910054
51,0.16408751594224952,0.16799458206798906
52,0.16292585909239732,0.16682016338969183
53,0.16091260429027307,0.1645573289388736
54,0.15832053415000819,0.16146050855957936
55,0.15620570293674307,0.15912417930781372
56,0.15417067350030886,0.1567030037268673
57,0.15243860356420189,0.1547766197900084
58,0.14988815520632953,0.15180707427205647
59,0.14755247169551444,0.1490757452632923
60,0.14519120574665945,0.14626715864595882
61,0.1442054980135009,0.14527338765762907
62,0.14248611325879215,0.14333331782917563
63,0.1402158419228701,0.14075629938741946
64,0.13926615048912955,0.1398251191630065
65,0.13737925030345377,0.13756857518541848
66,0.13652224178343123,0.13668995880111393
67,0.1350418671363235,0.1349278049528765
68,0.13360609068214543,0.13326357595133492
69,0.13209257285831738,0.13155431604942583
70,0.13133941903348076,0.13065021193950638
71,0.13057382621478306,0.12983455310344413
72,0.1286812982145561,0.1276802465027474
73,0.12717569801949377,0.1258745076973519
74,0.12605302694832382,0.12457147773377991
75,0.12489152483868426,0.12330975209509905
76,0.1242589113356422,0.12261691955479355
77,0.12317052962467527,0.12145384007687675
78,0.12235352453087078,0.12056225088052475
79,0.12170554429876006,0.11987892393869379
80,0.12029670514658634,0.11828885680497839
81,0.1196002970919986,0.11760700063512138
82,0.11853710932021788,0.11653673625587817
83,0.11771155922429069,0.11561226754551461
84,0.11711526502380223,0.1149791803222291
85,0.11631311085730539,0.11395587386242202
86,0.11539631807429199,0.11287083851180786
87,0.11488035806334722,0.11241522836428548
88,0.11365999635091238,0.11093358643118124
89,0.11265272555462255,0.10974487226471334
90,0.11160707495157766,0.10842795947395896
91,0.11098655685626253,0.10780495706557242
92,0.11015654252324714,0.10683842433554909
93,0.10925905198056667,0.1057805500565487
94,0.10838437846370204,0.10495462480484914
95,0.10783393569905762,0.10426871779013634
96,0.1071265972884076,0.10338224937782746
97,0.10639288559144011,0.10265115646760269
98,0.10566617380980045,0.10169682257023367
99,0.10497374927822545,0.10102493049112198
100,0.10427625431031888,0.10029534970260276
101,0.10359883930309266,0.09963993703852077
102,0.1030646299282533,0.0990124464503965
103,0.10264138450132257,0.09862136504648489
104,0.10173478560813652,0.0976066165162327
105,0.10123278747007079,0.09701938193004894
106,0.10078011862423904,0.09649303141715432
107,0.10019735302347826,0.09592962630031115
108,0.09966467255466181,0.09544025782703242
109,0.09893696782926302,0.09469882731072678
110,0.09807291083677167,0.0937631046269856
111,0.0972783883285244,0.09295351463918605
112,0.09689809325466615,0.09262105465974643
113,0.09639678659563297,0.09215112380247505
114,0.09592870907449064,0.09170982406076941
115,0.09545714004721396,0.09128485529412862
116,0.09487312972753328,0.09065844646533157
117,0.09426061097016758,0.09001905618154811
118,0.09379641431391393,0.089603626890378
119,0.09343624754270377,0.08930587596643717
120,0.0930820579567228,0.08897148845420161
121,0.09244375833571893,0.08830845627614706
122,0.0919831531063961,0.08789666866632899
123,0.09173690169849957,0.08767462677931154
124,0.09145311812353676,0.08744081383517677
125,0.09128241557199637,0.08731542582726705
126,0.09104557691531211,0.08708749659227542
127,0.0907834954777913,0.08689430277399905
128,0.09045386995542619,0.08664984609378297
129,0.09011379063494163,0.08638719464903134
130,0.08998983358623112,0.08630692306725665
131,0.08947362666081686,0.08582439342755185
132,0.08921164913689804,0.08563614894018239
133,0.08899322318591675,0.08552204376403973
134,0.08872263679265163,0.0853254596244461
135,0.08846513251574871,0.08512890120491944
136,0.08831246814902548,0.08498186140224546
137,0.08817725742386873,0.08486373301554413
138,0.08803220373688465,0.08472179563021472
139,0.0878210926565894,0.08454420055871593
140,0.08771077659876142,0.08444297975563851
141,0.08760322378075036,0.08439342702880988
142,0.08753434908556358,0.08435506001440936
143,0.08734821977462831,0.08412457377024518
144,0.08726791264587129,0.08407521286352762
145,0.08719029648385594,0.0840354284827765
146,0.08706130086876603,0.08389886791072229
147,0.08694683222251978,0.08379347365921802
148,0.08683673337290797,0.08368553327159772
149,0.08671996778214874,0.08358141206374564
150,0.08661711043367534,0.08346621191719296
151,0.08652095700676281,0.08339284018434559
152,0.08640739504810364,0.08326908135733348
153,0.08632863030588402,0.08323137930645737
154,0.08626875220626094,0.08317632435020793
155,0.0862262938688143,0.08314784859131111
156,0.0861411283603603,0.083065645842885
157,0.0861035606511006,0.0830221214668827
158,0.08573701917920064,0.08265394505557928
159,0.08532900806809442,0.08221919608555024
160,0.08526387563208318,0.08219367263064042
161,0.08519267072982553,0.08209946933651419
162,0.08508719307964811,0.08202272080673273
163,0.08481965166231956,0.08173198681032298
164,0.08458109380333642,0.08147522554355775
